run,start_row,start_col,end_row,end_col,terrain_cells,terrain_dist_km,terrain_time_min,terrain_gain_m,terrain_loss_m,shortest_cells,shortest_dist_km,shortest_time_min,shortest_gain_m,shortest_loss_m,extra_dist_m,time_saved_min
1,394,430,41,265,355,11.113764987071443,133.9233282996625,167.16510009765625,197.00738525390625,354,11.098335230958305,139.6564908512836,231.6734619140625,261.5157470703125,15.429756113137046,5.733162551621092
2,516,142,288,143,245,7.681724671073692,101.758339713584,217.61492919921875,170.6497802734375,229,6.016485499914415,210.65055718010927,758.4446411132812,711.4796142578125,1665.2391711592763,108.89221746652528
3,97,256,545,150,454,13.143193160528837,170.42114456891585,221.92999267578125,395.2667236328125,449,12.956939528167236,204.7867261161712,412.6243591308594,585.9609375,186.25363236160047,34.365581547255346
4,317,101,75,338,263,9.312360443381447,122.95660059599922,250.68109130859375,169.5909423828125,243,8.960123380401347,138.4606343954461,329.9759826660156,248.88583374023438,352.23706298010075,15.504033799446887
5,483,573,103,362,381,12.442329886278868,168.81694741235665,448.41082763671875,162.90985107421875,381,12.311404064123417,218.5149555673403,683.1351928710938,397.63421630859375,130.9258221554519,49.698008154983654
6,266,63,561,14,317,10.243761640104365,136.73505828903438,234.93069458007812,403.2123718261719,296,8.30498495514656,246.00661125593854,643.826904296875,812.1085205078125,1938.7766849578056,109.27155296690415
7,95,408,640,1,579,19.30518092435458,245.9736712020107,316.60986328125,582.414794921875,546,18.795998972622815,290.33567675998785,621.26318359375,887.068603515625,509.18195173176355,44.36200555797714
8,626,505,341,249,299,10.544281744588517,148.52883571640155,460.268310546875,143.9752197265625,286,10.300052974399978,156.6509428268091,550.6790771484375,234.385986328125,244.22877018853978,8.122107110407569
9,333,64,195,581,528,15.343312175319683,200.2067011414836,281.29449462890625,446.2110595703125,518,15.123551703111163,342.30263831727683,844.1221313476562,1009.0387573242188,219.7604722085198,142.09593717579324
10,227,244,145,556,313,9.112815068049848,111.00687688528056,164.8155517578125,205.83349609375,313,9.112815068049839,142.24701270915165,349.7861328125,390.8040771484375,9.094947017729282e-12,31.240135823871086
11,458,93,82,327,386,12.814061766693891,175.68144660212354,468.7772521972656,204.154541015625,377,12.456984258083791,235.4578587591169,757.6997680664062,493.0770568847656,357.07750861010027,59.77641215699336
12,520,501,111,308,410,13.11891300233014,180.43906519422467,503.38525390625,145.08609008789062,410,12.878882328378545,244.06707393311262,834.21142578125,475.9122314453125,240.03067395159633,63.62800873888796
13,564,298,127,560,445,14.564524736196075,200.53176870589823,520.129638671875,263.3030700683594,438,14.369232561967491,245.95228065663545,757.6311645507812,500.8045654296875,195.29217422858346,45.42051195073722
14,601,294,455,93,294,8.65599242420701,120.59643465200152,322.8152770996094,297.11517333984375,202,6.887319336055806,155.09557851704986,499.750732421875,474.0506286621094,1768.673088151204,34.49914386504834
15,610,394,324,589,288,9.719925316567716,130.47564843898087,307.6749572753906,262.46636962890625,287,9.660853619736127,148.88554824152388,448.6241455078125,403.4155578613281,59.07169683159009,18.40989980254301
16,191,33,627,266,472,14.762918447657011,184.55903137945296,200.24212646484375,549.3818359375,437,14.026488250465954,312.83155471962414,824.6973266601562,1173.8369140625,736.4301971910572,128.27252334017118
17,487,70,91,133,402,11.631664305973626,159.75367696340263,438.04095458984375,144.40350341796875,397,11.118096118223558,254.4682557921866,872.5084838867188,578.8710327148438,513.5681877500665,94.71457882878397
18,153,39,82,553,515,14.357170412917354,175.2465265536733,230.07305908203125,267.48956298828125,515,14.313528472198891,183.08456479281224,321.58795166015625,359.00445556640625,43.64194071846214,7.838038239138939
19,241,220,603,429,376,12.016045579965775,145.43391317257522,71.27035522460938,452.8365478515625,363,11.815458750495655,191.77428584652156,333.4034729003906,714.9698486328125,200.5868294701213,46.34037267394635
20,593,281,461,504,224,7.314057851980561,98.93292964349274,241.62350463867188,206.504150390625,224,7.314057851980533,117.12206704168565,387.9184265136719,352.799072265625,2.7284841053187847e-11,18.189137398192912
21,498,601,645,343,260,8.415053331032249,116.77718006111864,313.8998107910156,255.92938232421875,259,8.399623574919147,149.8031637606274,554.2958984375,496.32562255859375,15.429756113102485,33.02598369950876
22,119,225,380,174,264,7.549381115217246,95.09454014239914,152.0963134765625,127.61590576171875,262,7.431237721554116,128.5520374458489,304.22991943359375,279.74951171875,118.14339366312925,33.457497303449756
23,340,436,63,103,334,11.83714668593982,145.61517049126795,206.15570068359375,218.9798583984375,334,11.79350474522134,150.16684222884788,269.7733154296875,282.59747314453125,43.64194071848033,4.551671737579937
24,149,224,46,587,364,10.685287562749316,129.76381245986872,163.6693115234375,168.47802734375,364,10.685287562749298,134.29041898100985,204.04296875,208.8516845703125,1.8189894035458565e-11,4.526606521141133
25,547,75,27,127,524,15.030651991736141,200.18392964136237,464.98907470703125,169.167724609375,521,14.26427070154224,305.774151486845,1032.962890625,737.1416015625,766.3812901939018,105.59022184548266
26,93,379,118,37,343,9.28112465159272,116.58379000121924,209.30340576171875,195.687744140625,343,9.281124651592718,120.7257750628588,216.9395751953125,203.32391357421875,1.8189894035458565e-12,4.141985061639559
27,620,22,199,189,425,13.175791581152549,180.65700527261882,453.681884765625,100.77493286132812,422,12.911292609220919,343.80839809472485,1244.174560546875,891.2670288085938,264.4989719316309,163.15139282210603
28,126,490,215,62,429,12.244656454260014,149.65965350177277,193.25189208984375,162.53790283203125,429,12.244656454260005,161.68501609429237,331.90130615234375,301.18731689453125,9.094947017729282e-12,12.025362592519599
29,23,557,435,103,475,16.76218456314732,223.69879242912396,389.737060546875,547.7923583984375,455,16.45358944088566,283.0302854550906,700.8062744140625,858.8613891601562,308.5951222616568,59.331493025966665
30,308,358,446,184,176,6.104278695829176,75.51880270724001,117.94036865234375,91.28759765625,175,6.088848939716071,83.37996506295079,183.8028564453125,157.15008544921875,15.429756113105213,7.861162355710775
31,62,515,478,40,500,17.46433253618316,247.29859776912497,601.9281616210938,574.8321533203125,476,17.05037644875072,368.3937509100535,1112.7469482421875,1085.65087890625,413.95608743244156,121.09515314092852
32,610,103,400,204,213,6.773374038629714,103.76216997084836,437.9341125488281,100.66909790039062,211,6.633409674607356,123.04122583483006,522.0009765625,184.7359619140625,139.96436402235759,19.279055863981696
33,266,367,481,583,250,8.544428384571397,110.77074488007823,115.99850463867188,402.3723449707031,217,8.035246432839704,119.23864604388598,205.01834106445312,491.3921813964844,509.1819517316917,8.467901163807753
34,165,350,542,256,378,11.304992099978108,141.3496321646777,132.55337524414062,425.87835693359375,378,10.955856574230372,187.57563210336582,400.6665344238281,693.9918212890625,349.1355257477353,46.22599993868812
35,120,452,179,13,440,12.22890552345047,152.75035359848474,268.610107421875,235.54742431640625,440,12.207084553091233,163.94442923854612,367.236328125,334.17364501953125,21.820970359236526,11.194075640061385
36,287,138,245,493,356,9.830847006810458,120.27455881634766,108.54962158203125,241.39263916015625,356,9.809026036451229,138.7794881801275,241.269287109375,374.1123046875,21.82097035922925,18.504929363779823
37,360,294,367,604,312,9.130116767475617,119.76767546017521,178.547607421875,421.7152099609375,311,8.241848196993347,174.38079695642662,473.0714416503906,716.2392578125,888.2685704822688,54.61312149625141
38,635,135,317,397,362,11.920044331358461,168.0935113791057,511.8651123046875,217.07125854492188,319,11.234743848136647,235.77908656422937,848.2208862304688,553.427001953125,685.3004832218157,67.68557518512367
39,424,82,1,608,534,18.774499176960152,258.47074424103766,563.3606567382812,582.912841796875,527,18.470102150935478,375.80632384584163,837.9658813476562,857.51806640625,304.3970260246715,117.33557960480397
40,424,32,411,581,561,16.32164498977483,235.13775492632718,519.6107177734375,813.5044555664062,550,14.602628777025641,394.9769466941232,940.49755859375,1234.3917236328125,1719.0162127491858,159.83919176779605
41,428,47,169,456,411,14.334496128200913,199.22781737473943,519.3795776367188,416.67547607421875,410,13.598974350233245,283.9290510160296,708.2546997070312,605.5505981445312,735.5217779676677,84.70123364129014
42,540,498,574,0,499,13.772069274539978,184.59003809581023,456.9678039550781,336.7921447753906,499,13.488396659869997,250.61661258737075,775.83251953125,655.6569213867188,283.67261466998207,66.02657449156052
43,39,506,333,319,295,9.78429166864083,121.18255979188744,165.99591064453125,179.7509765625,295,9.78429166864077,126.72474636879352,230.7955322265625,244.55059814453125,5.820766091346741e-11,5.542186576906076
44,561,85,133,15,439,13.19541943350268,180.35012563787066,493.06463623046875,183.96884155273438,429,12.037357235847168,274.3829355595588,986.561279296875,677.4655151367188,1158.0621976555121,94.03280992168814
45,411,427,323,3,441,13.837266115787312,188.38960706851205,409.9280700683594,305.38775634765625,425,12.128385003909601,281.9261495844748,981.3148803710938,876.77392578125,1708.8811118777103,93.53654251596274
46,218,14,2,541,528,16.237971960048096,192.27756413679208,160.8104248046875,241.69384765625,528,16.237971960048075,207.63847371254246,366.97772216796875,447.86114501953125,2.1827872842550278e-11,15.360909575750384
47,626,100,195,121,433,12.884631193231847,177.98849351698513,465.6736755371094,105.361083984375,432,11.581764185924143,316.8524847041071,1274.7347412109375,914.4219360351562,1302.8670073077046,138.86399118712197
48,622,203,309,286,314,9.32463355739591,133.5983767867422,458.2185974121094,120.6983642578125,314,9.15006579452201,144.93453852761476,552.8784790039062,215.35821533203125,174.56776287389948,11.33616174087257
49,186,102,487,406,324,11.606475728551693,146.17760182136695,105.369384765625,430.6927185058594,305,11.291489392043905,164.0745209066722,231.32394409179688,556.6473388671875,314.986336507789,17.896919085305257
50,642,83,22,281,623,18.631190031057965,246.654003632467,583.0153198242188,271.1891174316406,621,18.49122566703554,358.616339709074,1137.54296875,825.7169189453125,139.96436402242762,111.96233607660699
51,533,355,117,158,417,13.106905958145951,172.53817223584505,399.3267822265625,124.99359130859375,417,13.10690595814588,191.6685593388176,557.32568359375,282.99249267578125,7.09405867382884e-11,19.13038710297255
52,285,19,43,41,243,6.614369066784081,79.83549687479034,100.92529296875,120.1871337890625,243,6.614369066784065,83.5198541235015,139.72613525390625,158.98797607421875,1.546140993013978e-11,3.6843572487111658
53,210,265,571,322,362,10.15254573226075,126.64890567253391,113.103515625,419.6467590332031,362,10.130724761901474,143.1452699140225,187.5074462890625,494.0506896972656,21.820970359274725,16.49636424148858
54,375,581,43,506,334,9.622318194477929,138.2020380573279,407.7424621582031,146.92440795898438,333,9.563246497646329,155.1843368992015,534.8515625,274.03350830078125,59.07169683159918,16.982298841873586
55,182,212,384,601,393,12.540203078198994,161.50644949745106,226.117431640625,467.5831298828125,390,12.45027186914127,179.58839678716552,365.4863586425781,606.9520263671875,89.93120905772412,18.081947289714464
56,95,346,635,36,547,17.89494797364841,220.63519937352933,169.2779541015625,550.4898681640625,541,17.6059807037367,265.47649718990397,438.9372253417969,820.1488037109375,288.96726991170726,44.841297816374635
57,597,296,369,404,230,7.242979110964778,105.0610755706338,337.29595947265625,70.82272338867188,229,7.183907414133197,127.01412413494047,454.58343505859375,188.11019897460938,59.071696831580994,21.95304856430667
58,561,132,300,117,283,8.562638503220374,128.3848254331515,449.21051025390625,212.32858276367188,262,7.038460255087991,213.5497083522043,842.2817993164062,605.4000244140625,1524.1782481323826,85.16488291905281
59,489,245,49,315,441,12.418903042437263,164.8039625052172,399.7118835449219,215.10226440429688,441,12.353440131359534,175.69015228036105,440.89434814453125,256.28472900390625,65.46291107772959,10.886189775143833
60,183,535,72,309,228,7.179388143199823,90.14756349294353,140.86822509765625,115.47344970703125,227,7.163958387086715,105.50880592287413,252.59619140625,227.201416015625,15.429756113108851,15.361242429930599
61,111,101,574,492,488,16.940950422258155,210.19756789123045,242.00271606445312,526.174072265625,464,16.461531423747996,234.83928466640518,421.6697082519531,705.8409423828125,479.41899851016206,24.64171677517473
62,485,345,351,127,232,7.492048326783279,114.30395429693758,351.759033203125,307.11993408203125,219,7.204177615876278,161.08030724736145,601.5010986328125,556.8619995117188,287.870710907001,46.77635295042387
63,490,118,509,436,322,9.04438365465491,118.24455039879973,211.57122802734375,380.5703430175781,319,8.583495949490299,152.59485372011414,349.7723083496094,518.771484375,460.88770516461045,34.35030332131441
64,38,309,343,159,306,9.670346371214702,118.21960699344524,142.19012451171875,97.08251953125,306,9.670346371214656,124.76047238669574,250.10089111328125,204.9932861328125,4.729372449219227e-11,6.540865393250499
65,170,578,384,89,504,15.736731991178756,208.35635659121715,388.85382080078125,438.1796875,490,15.215221820566356,261.8685234785559,666.6205444335938,715.9464721679688,521.5101706124005,53.512166887338765
66,62,394,8,100,295,8.333197139752091,99.50664535010176,85.148193359375,106.06219482421875,295,8.33319713975208,104.98908307457725,170.185546875,191.09954833984375,9.094947017729282e-12,5.4824377244754885
67,403,569,531,296,274,8.587427975896933,103.95448332593419,118.93878173828125,142.62808227539062,274,8.587427975896924,127.03389792893842,322.88812255859375,346.5774230957031,9.094947017729282e-12,23.079414603004224
68,459,500,598,222,279,8.860965489695412,113.17224813565139,180.34219360351562,219.6817626953125,279,8.83914451933617,116.77889793037951,210.08477783203125,249.42434692382812,21.820970359240164,3.6066497947281277
69,196,367,117,65,303,8.838502169943265,107.84349646851712,146.00567626953125,185.9613037109375,303,8.816681199584023,114.09946252461557,194.731201171875,234.68682861328125,21.820970359241983,6.255966056098458
70,28,538,462,206,435,15.141229682099473,189.53036979929345,260.1790771484375,255.70135498046875,435,15.053945800662492,258.23176578954997,626.3732299804688,621.8955078125,87.28388143698066,68.70139599025651
71,121,509,407,262,294,10.336207141867737,128.772992684218,205.51953125,197.47491455078125,287,10.228198849076135,149.90119371100536,375.4986572265625,367.45404052734375,108.0082927916028,21.128201026787366
72,107,202,469,387,373,11.817009519111947,145.84992500289272,119.69869995117188,405.82379150390625,363,11.55360710618488,175.655338347374,303.7091369628906,589.8341064453125,263.4024129270656,29.80541334448128
73,370,559,154,107,453,14.502484537047327,194.3462773139769,484.7296447753906,195.94097900390625,453,14.262453863095793,286.32808074864954,837.5906372070312,548.802001953125,240.03067395153448,91.98180343467263
74,610,499,151,577,461,13.54578455317002,197.08439046824074,638.5698852539062,304.9261169433594,460,12.941188597357696,231.50537063527574,874.5046997070312,540.8609619140625,604.5959558123232,34.420980167035
75,330,510,510,206,349,10.737513835723062,136.67456108419992,173.38253784179688,389.9427185058594,305,9.971320685310497,264.26871042836416,740.12890625,956.6890869140625,766.193150412566,127.59414934416424
76,555,224,9,348,547,15.800134819162345,210.56132927462392,509.72760009765625,263.559326171875,547,15.734671908084616,247.22520474182136,617.9075317382812,371.7392578125,65.46291107772959,36.66387546719744
77,325,329,36,537,293,9.927999919288501,121.1014950010143,153.88970947265625,147.01531982421875,290,9.881710650949216,130.10974781741191,260.5166015625,253.6422119140625,46.28926833928381,9.008252816397615
78,151,263,617,159,467,13.561989693591205,170.5730281050315,184.68453979492188,464.9620361328125,467,13.409242901076555,184.98190059014962,297.8699035644531,578.147216796875,152.7467925146484,14.40887248511811
79,67,86,528,40,472,14.02100545544315,171.06025966405562,161.69375610351562,452.03179931640625,462,12.644733554195422,259.07992204466206,620.960205078125,911.2981567382812,1376.2719012477282,88.01966238060643
80,307,15,459,338,348,11.58401240879953,150.21015693774282,221.77288818359375,429.6465759277344,324,10.16629168484253,197.6702702384427,482.76806640625,690.6417236328125,1417.7207239569998,47.460113300699874
81,164,152,471,380,311,10.685796877227029,134.5085053221213,122.62429809570312,416.46197509765625,308,10.57404469781006,146.65439130955238,184.43048095703125,478.2681579589844,111.75217941696974,12.145885987431086
82,614,78,436,211,186,6.3785915939357345,102.17083858855301,467.4140625,77.92526245117188,179,6.1396574789887755,139.3896326386258,602.029541015625,212.54071044921875,238.9341149469592,37.2187940500728
83,296,548,612,427,320,9.820900045720148,128.42978169880988,164.28353881835938,452.5526428222656,317,9.643684955225469,152.6474118354974,293.0513610839844,581.320556640625,177.21509049467932,24.217630136687518
84,493,397,622,600,204,6.754521570587773,86.81054093094696,189.03298950195312,222.36163330078125,204,6.75452157058775,101.32995453278723,243.71832275390625,277.0469665527344,2.2737367544323206e-11,14.51941360184027
85,239,20,0,186,240,8.106458208770572,94.67624642418299,69.8255615234375,159.67462158203125,240,8.106458208770556,100.14662896246132,135.040771484375,224.88983154296875,1.6370904631912708e-11,5.470382538278329
86,309,519,583,260,309,10.654937365000878,133.20876605327763,143.50338745117188,423.9542236328125,275,10.043041775719166,178.87068834452106,412.9969787597656,693.4475708007812,611.8955892817121,45.66192229124343
87,340,67,505,268,260,8.229575082978759,128.1885371342471,311.5528259277344,627.9541015625,202,7.094618554468488,195.1237310883851,626.78271484375,943.18408203125,1134.9565285102717,66.93519395413801
88,293,342,56,36,307,10.645898823133965,132.10544896887535,205.21368408203125,208.51922607421875,307,10.64589882313393,136.48768622127506,253.5528564453125,256.8583984375,3.456079866737127e-11,4.382237252399705
89,492,427,144,503,350,10.796585532554513,149.9360521090478,447.85772705078125,178.26675415039062,349,9.995600843509093,206.00834511092873,791.5452270507812,521.9542846679688,800.9846890454191,56.07229300188092
90,616,83,155,361,464,15.315930479888472,209.05278075975752,591.3677368164062,208.58847045898438,462,15.17596611586605,316.0124854186539,1184.455078125,801.6753540039062,139.96436402242216,106.95970465889638
91,421,36,626,477,513,15.21006020023998,202.23751403221408,330.2218933105469,664.6546630859375,442,13.852695871900364,257.74705934370604,673.962646484375,1008.3944091796875,1357.364328339616,55.50954531149196
92,395,469,48,103,379,13.698907625247298,181.270343436319,412.1980285644531,245.6640625,367,13.426466670453383,208.92477177491907,558.7771606445312,392.2431640625,272.440954793914,27.65442833860007
93,482,155,20,33,463,14.787707920333498,186.51886704903467,301.738525390625,316.03582763671875,463,13.50027066913883,289.6467690292924,781.755859375,796.0531616210938,1287.4372511946676,103.12790198025772
94,107,562,354,199,364,12.256397428613836,150.97971932376637,201.89337158203125,172.99932861328125,364,12.256397428613806,159.26416879818922,295.1380615234375,266.2440185546875,3.092281986027956e-11,8.284449474422843
95,392,502,113,61,442,14.769176626988015,195.1544805977885,461.73150634765625,205.1419677734375,442,14.660071775191845,248.70650168451388,768.8531494140625,512.2636108398438,109.1048517961699,53.552021086725375
96,300,124,531,193,285,8.309825400776546,109.27714010431134,143.5887451171875,417.0036315917969,232,6.837419216006294,184.8294494726097,517.697998046875,791.1129150390625,1472.4061847702524,75.55230936829835
97,39,401,455,380,417,11.688542884795979,153.10613248564638,205.3555908203125,449.7070617675781,417,11.186660566533687,172.9923577441163,296.72076416015625,541.0721435546875,501.88231826229276,19.88622525846992
98,195,466,365,77,402,12.853638646090584,169.28874262250898,308.5762023925781,414.2557678222656,390,12.101136343393602,202.8204053604046,488.5126953125,594.1922607421875,752.5023026969811,33.53166273789563
99,45,40,497,261,454,14.921602244806143,184.31013691037586,171.60556030273438,439.0574645996094,453,14.317006288993726,295.8462899360917,870.1487426757812,1137.600830078125,604.5959558124177,111.53615302571583
100,27,532,582,585,556,15.633509039150905,205.71456105689427,376.6883850097656,633.591796875,556,15.197089631966252,252.39189520892361,577.1456298828125,834.0484619140625,436.4194071846541,46.677334152029346
