run,start_row,start_col,end_row,end_col,terrain_cells,terrain_dist_km,terrain_time_min,terrain_gain_m,terrain_loss_m,shortest_cells,shortest_dist_km,shortest_time_min,shortest_gain_m,shortest_loss_m,extra_dist_m,time_saved_min
1,864,394,776,911,518,15.038972505868724,197.0079218099433,374.317138671875,430.25042724609375,518,14.331078693008555,251.9011179118294,821.6859130859375,877.618896484375,707.8938128601676,54.893196101886105
2,430,41,265,523,573,17.16031302467019,275.1771213792528,880.2179565429688,957.433837890625,483,14.25066329997495,604.5507068651109,2098.630859375,2175.8466796875,2909.649724695242,329.3735854858581
3,497,414,802,849,455,14.866338072447183,202.13227096690508,341.52569580078125,708.7103271484375,436,14.53523621126665,349.79629982419556,1100.7991943359375,1467.9833984375,331.10186118053207,147.66402885729048
4,818,256,545,722,516,16.016848147491732,222.86297581970743,540.1799926757812,468.8457336425781,467,14.994730304357741,273.88934761590707,918.1792602539062,846.8450927734375,1022.1178431339922,51.02637179619964
5,829,616,150,317,821,24.15049589324432,337.25401440710317,888.5966186523438,775.2147827148438,680,20.78902874145193,635.3202933626917,2528.3291015625,2414.94775390625,3361.467151792389,298.06627895558853
6,870,700,338,483,535,16.433755319321996,257.14091500213846,995.6620483398438,397.4317932128906,533,16.10309997353673,442.24786937060105,1901.7369384765625,1303.50634765625,330.65534578526785,185.1069543684626
7,573,103,362,444,471,13.907757791440138,219.83394225939085,792.2239379882812,545.9058227539062,342,11.092983760975867,382.64081453802515,1654.1439208984375,1407.8253173828125,2814.774030464272,162.8068722786343
8,323,625,655,934,490,15.086187095286498,207.95626140605975,383.9853820800781,942.6182250976562,333,11.911052428653935,344.9592285114789,1177.8009033203125,1736.43359375,3175.1346666325626,137.00296710541915
9,886,533,266,63,835,24.942039049707674,342.8950836575258,820.558349609375,635.6620483398438,621,21.095368714469966,536.2751316796348,2209.006103515625,2024.10888671875,3846.670335237708,193.380048022109
10,824,561,14,95,1044,30.32171706334963,420.3331594618176,1047.0439453125,928.5933837890625,811,25.97233424563193,701.18373394366,2946.63818359375,2828.18505859375,4349.382817717702,280.85057448184233
11,736,860,408,727,356,10.543818938537493,188.71560110722868,1047.32666015625,188.32008361816406,329,9.919759422013096,290.347920919083,1398.5350341796875,539.5283203125,624.0595165243976,101.6323198118543
12,1,626,505,847,514,16.65150254651592,213.87181599661082,416.86474609375,521.2694091796875,505,15.420969422431952,354.03132725711976,1208.780029296875,1313.184814453125,1230.5331240839678,140.15951126050894
13,888,341,249,747,663,21.335591081448637,300.9198680347546,841.6475219726562,634.3402099609375,640,20.900913047920923,588.3787987716336,2265.027587890625,2057.72021484375,434.67803352771443,287.458930736879
14,333,720,891,64,858,26.535088777006376,386.0225609369568,1166.3358154296875,996.747802734375,657,22.971412682740656,692.8472686679152,2680.5634765625,2510.9765625,3563.67609426572,306.8247077309584
15,195,581,227,244,351,10.189109782648123,170.59892797872823,765.2911987304688,340.72247314453125,338,9.069513762841398,383.7118697985973,1280.2193603515625,855.6505126953125,1119.5960198067241,213.1129418198691
16,822,145,822,556,469,14.167013956371804,187.29308102720398,400.2984619140625,326.2874450683594,412,10.642451708663776,264.6119965234318,1033.3271484375,959.3157348632812,3524.5622477080287,77.31891549622782
17,458,93,82,327,539,15.025012891467822,215.62185384267025,566.791015625,587.1542358398438,377,12.24596553713084,289.63035042163364,1097.072265625,1117.43603515625,2779.0473543369826,74.00849657896339
18,520,501,111,308,521,14.966495341492042,192.21828097194665,314.79156494140625,451.8538513183594,410,12.660716741914547,433.7488664213141,1551.755126953125,1688.8175048828125,2305.7785995774957,241.53058544936746
19,560,340,834,553,409,12.098539507267118,189.87314247761697,692.749267578125,541.0780029296875,275,9.379534201824532,290.31028748836457,1158.8115234375,1007.1399536132812,2719.005305442586,100.4371450107476
