run,start_row,start_col,end_row,end_col,terrain_cells,terrain_dist_km,terrain_time_min,terrain_gain_m,terrain_loss_m,shortest_cells,shortest_dist_km,shortest_time_min,shortest_gain_m,shortest_loss_m,extra_dist_m,time_saved_min
1,394,430,41,265,355,11.113764987071443,133.9233282996625,167.16510009765625,197.00738525390625,354,11.098335230958305,139.6564908512836,231.6734619140625,261.5157470703125,15.429756113137046,5.733162551621092
2,523,497,414,310,191,6.226620185729248,94.60488170012664,386.2860412597656,84.50531005859375,188,6.114868006312303,107.90463025164584,418.62176513671875,116.84103393554688,111.75217941694427,13.299748551519201
3,488,366,597,223,144,4.955897389433659,62.113447398895374,94.34274291992188,104.66876220703125,144,4.955897389433638,63.738292712755836,105.28662109375,115.61264038085938,2.091837814077735e-11,1.6248453138604617
4,516,142,288,143,245,7.681724671073692,101.758339713584,217.61492919921875,170.6497802734375,229,6.016485499914415,210.65055718010927,758.4446411132812,711.4796142578125,1665.2391711592763,108.89221746652528
5,97,256,545,150,454,13.143193160528837,170.42114456891585,221.92999267578125,395.2667236328125,449,12.956939528167236,204.7867261161712,412.6243591308594,585.9609375,186.25363236160047,34.365581547255346
6,317,101,75,338,263,9.312360443381447,122.95660059599922,250.68109130859375,169.5909423828125,243,8.960123380401347,138.4606343954461,329.9759826660156,248.88583374023438,352.23706298010075,15.504033799446887
7,483,573,103,362,381,12.442329886278868,168.81694741235665,448.41082763671875,162.90985107421875,381,12.311404064123417,218.5149555673403,683.1351928710938,397.63421630859375,130.9258221554519,49.698008154983654
8,444,323,625,209,182,6.033199954813421,77.56565804527283,82.54489135742188,290.5506896972656,182,6.0113789844541685,92.25125984316709,208.325439453125,416.33123779296875,21.820970359251987,14.685601797894265
9,266,63,561,14,317,10.243761640104365,136.73505828903438,234.93069458007812,403.2123718261719,296,8.30498495514656,246.00661125593854,643.826904296875,812.1085205078125,1938.7766849578056,109.27155296690415
10,95,408,640,1,579,19.30518092435458,245.9736712020107,316.60986328125,582.414794921875,546,18.795998972622815,290.33567675998785,621.26318359375,887.068603515625,509.18195173176355,44.36200555797714
11,626,505,341,249,299,10.544281744588517,148.52883571640155,460.268310546875,143.9752197265625,286,10.300052974399978,156.6509428268091,550.6790771484375,234.385986328125,244.22877018853978,8.122107110407569
12,333,64,195,581,528,15.343312175319683,200.2067011414836,281.29449462890625,446.2110595703125,518,15.123551703111163,342.30263831727683,844.1221313476562,1009.0387573242188,219.7604722085198,142.09593717579324
13,227,244,145,556,313,9.112815068049848,111.00687688528056,164.8155517578125,205.83349609375,313,9.112815068049839,142.24701270915165,349.7861328125,390.8040771484375,9.094947017729282e-12,31.240135823871086
14,458,93,82,327,386,12.814061766693891,175.68144660212354,468.7772521972656,204.154541015625,377,12.456984258083791,235.4578587591169,757.6997680664062,493.0770568847656,357.07750861010027,59.77641215699336
15,520,501,111,308,410,13.11891300233014,180.43906519422467,503.38525390625,145.08609008789062,410,12.878882328378545,244.06707393311262,834.21142578125,475.9122314453125,240.03067395159633,63.62800873888796
16,564,298,127,560,445,14.564524736196075,200.53176870589823,520.129638671875,263.3030700683594,438,14.369232561967491,245.95228065663545,757.6311645507812,500.8045654296875,195.29217422858346,45.42051195073722
17,601,294,455,93,294,8.65599242420701,120.59643465200152,322.8152770996094,297.11517333984375,202,6.887319336055806,155.09557851704986,499.750732421875,474.0506286621094,1768.673088151204,34.49914386504834
18,610,394,324,589,288,9.719925316567716,130.47564843898087,307.6749572753906,262.46636962890625,287,9.660853619736127,148.88554824152388,448.6241455078125,403.4155578613281,59.07169683159009,18.40989980254301
19,191,33,627,266,472,14.762918447657011,184.55903137945296,200.24212646484375,549.3818359375,437,14.026488250465954,312.83155471962414,824.6973266601562,1173.8369140625,736.4301971910572,128.27252334017118
20,487,70,91,133,402,11.631664305973626,159.75367696340263,438.04095458984375,144.40350341796875,397,11.118096118223558,254.4682557921866,872.5084838867188,578.8710327148438,513.5681877500665,94.71457882878397
21,153,39,82,553,515,14.357170412917354,175.2465265536733,230.07305908203125,267.48956298828125,515,14.313528472198891,183.08456479281224,321.58795166015625,359.00445556640625,43.64194071846214,7.838038239138939
22,241,220,603,429,376,12.016045579965775,145.43391317257522,71.27035522460938,452.8365478515625,363,11.815458750495655,191.77428584652156,333.4034729003906,714.9698486328125,200.5868294701213,46.34037267394635
23,593,281,461,504,224,7.314057851980561,98.93292964349274,241.62350463867188,206.504150390625,224,7.314057851980533,117.12206704168565,387.9184265136719,352.799072265625,2.7284841053187847e-11,18.189137398192912
24,498,601,645,343,260,8.415053331032249,116.77718006111864,313.8998107910156,255.92938232421875,259,8.399623574919147,149.8031637606274,554.2958984375,496.32562255859375,15.429756113102485,33.02598369950876
25,194,248,16,277,179,5.004967020308826,59.476824979474294,49.96160888671875,74.6219482421875,179,5.0049670203088095,61.00147526973943,68.18585205078125,92.84619140625,1.6370904631912708e-11,1.5246502902651358
26,119,225,380,174,264,7.549381115217246,95.09454014239914,152.0963134765625,127.61590576171875,262,7.431237721554116,128.5520374458489,304.22991943359375,279.74951171875,118.14339366312925,33.457497303449756
27,340,436,63,103,334,11.83714668593982,145.61517049126795,206.15570068359375,218.9798583984375,334,11.79350474522134,150.16684222884788,269.7733154296875,282.59747314453125,43.64194071848033,4.551671737579937
28,149,224,46,587,364,10.685287562749316,129.76381245986872,163.6693115234375,168.47802734375,364,10.685287562749298,134.29041898100985,204.04296875,208.8516845703125,1.8189894035458565e-11,4.526606521141133
29,547,75,27,127,524,15.030651991736141,200.18392964136237,464.98907470703125,169.167724609375,521,14.26427070154224,305.774151486845,1032.962890625,737.1416015625,766.3812901939018,105.59022184548266
30,193,589,122,400,191,5.768379808185432,77.93745020269392,213.35589599609375,91.29937744140625,190,5.752950052072337,88.44034257040948,275.3438720703125,153.287353515625,15.429756113095209,10.50289236771556
31,93,379,118,37,343,9.28112465159272,116.58379000121924,209.30340576171875,195.687744140625,343,9.281124651592718,120.7257750628588,216.9395751953125,203.32391357421875,1.8189894035458565e-12,4.141985061639559
32,620,22,199,189,425,13.175791581152549,180.65700527261882,453.681884765625,100.77493286132812,422,12.911292609220919,343.80839809472485,1244.174560546875,891.2670288085938,264.4989719316309,163.15139282210603
33,126,490,215,62,429,12.244656454260014,149.65965350177277,193.25189208984375,162.53790283203125,429,12.244656454260005,161.68501609429237,331.90130615234375,301.18731689453125,9.094947017729282e-12,12.025362592519599
34,23,557,435,103,475,16.76218456314732,223.69879242912396,389.737060546875,547.7923583984375,455,16.45358944088566,283.0302854550906,700.8062744140625,858.8613891601562,308.5951222616568,59.331493025966665
35,308,358,446,184,176,6.104278695829176,75.51880270724001,117.94036865234375,91.28759765625,175,6.088848939716071,83.37996506295079,183.8028564453125,157.15008544921875,15.429756113105213,7.861162355710775
36,62,515,478,40,500,17.46433253618316,247.29859776912497,601.9281616210938,574.8321533203125,476,17.05037644875072,368.3937509100535,1112.7469482421875,1085.65087890625,413.95608743244156,121.09515314092852
37,610,103,400,204,213,6.773374038629714,103.76216997084836,437.9341125488281,100.66909790039062,211,6.633409674607356,123.04122583483006,522.0009765625,184.7359619140625,139.96436402235759,19.279055863981696
38,266,367,481,583,250,8.544428384571397,110.77074488007823,115.99850463867188,402.3723449707031,217,8.035246432839704,119.23864604388598,205.01834106445312,491.3921813964844,509.1819517316917,8.467901163807753
39,165,350,542,256,378,11.304992099978108,141.3496321646777,132.55337524414062,425.87835693359375,378,10.955856574230372,187.57563210336582,400.6665344238281,693.9918212890625,349.1355257477353,46.22599993868812
40,120,452,179,13,440,12.22890552345047,152.75035359848474,268.610107421875,235.54742431640625,440,12.207084553091233,163.94442923854612,367.236328125,334.17364501953125,21.820970359236526,11.194075640061385
41,157,574,12,468,146,4.975846416480197,58.49208174582374,39.69085693359375,73.48919677734375,146,4.975846416480182,60.481279304708565,66.62567138671875,100.42401123046875,1.546140993013978e-11,1.9891975588848254
42,80,343,46,557,215,6.00776813274403,72.42504167413703,79.574951171875,83.57818603515625,215,6.007768132744021,76.79752359594342,124.38702392578125,128.3902587890625,1.000444171950221e-11,4.372481921806383
43,287,138,245,493,356,9.830847006810458,120.27455881634766,108.54962158203125,241.39263916015625,356,9.809026036451229,138.7794881801275,241.269287109375,374.1123046875,21.82097035922925,18.504929363779823
44,360,294,367,604,312,9.130116767475617,119.76767546017521,178.547607421875,421.7152099609375,311,8.241848196993347,174.38079695642662,473.0714416503906,716.2392578125,888.2685704822688,54.61312149625141
45,635,135,317,397,362,11.920044331358461,168.0935113791057,511.8651123046875,217.07125854492188,319,11.234743848136647,235.77908656422937,848.2208862304688,553.427001953125,685.3004832218157,67.68557518512367
46,424,82,1,608,534,18.774499176960152,258.47074424103766,563.3606567382812,582.912841796875,527,18.470102150935478,375.80632384584163,837.9658813476562,857.51806640625,304.3970260246715,117.33557960480397
47,228,458,387,581,162,5.5827685252168,79.36725259051263,129.280517578125,412.5799865722656,160,5.530088042631393,93.91959017244034,185.95346069335938,469.2529296875,52.680482585406935,14.552337581927702
48,424,32,411,581,561,16.32164498977483,235.13775492632718,519.6107177734375,813.5044555664062,550,14.602628777025641,394.9769466941232,940.49755859375,1234.3917236328125,1719.0162127491858,159.83919176779605
49,428,47,169,456,411,14.334496128200913,199.22781737473943,519.3795776367188,416.67547607421875,410,13.598974350233245,283.9290510160296,708.2546997070312,605.5505981445312,735.5217779676677,84.70123364129014
50,65,265,161,457,193,6.104732905440818,75.83162580344698,104.81304931640625,53.9000244140625,193,6.1047329054407955,78.77463499177966,154.81976318359375,103.90673828125,2.1827872842550278e-11,2.943009188332681
51,540,498,574,0,499,13.772069274539978,184.59003809581023,456.9678039550781,336.7921447753906,499,13.488396659869997,250.61661258737075,775.83251953125,655.6569213867188,283.67261466998207,66.02657449156052
52,39,506,333,319,295,9.78429166864083,121.18255979188744,165.99591064453125,179.7509765625,295,9.78429166864077,126.72474636879352,230.7955322265625,244.55059814453125,5.820766091346741e-11,5.542186576906076
53,478,51,425,192,146,4.353948761242152,83.50775468623151,354.12725830078125,296.70330810546875,142,4.292229736789817,154.1246019267385,406.12310791015625,348.69915771484375,61.71902445233536,70.616847240507
54,561,85,133,15,439,13.19541943350268,180.35012563787066,493.06463623046875,183.96884155273438,429,12.037357235847168,274.3829355595588,986.561279296875,677.4655151367188,1158.0621976555121,94.03280992168814
55,411,427,323,3,441,13.837266115787312,188.38960706851205,409.9280700683594,305.38775634765625,425,12.128385003909601,281.9261495844748,981.3148803710938,876.77392578125,1708.8811118777103,93.53654251596274
56,218,14,2,541,528,16.237971960048096,192.27756413679208,160.8104248046875,241.69384765625,528,16.237971960048075,207.63847371254246,366.97772216796875,447.86114501953125,2.1827872842550278e-11,15.360909575750384
57,626,100,195,121,433,12.884631193231847,177.98849351698513,465.6736755371094,105.361083984375,432,11.581764185924143,316.8524847041071,1274.7347412109375,914.4219360351562,1302.8670073077046,138.86399118712197
58,622,203,309,286,314,9.32463355739591,133.5983767867422,458.2185974121094,120.6983642578125,314,9.15006579452201,144.93453852761476,552.8784790039062,215.35821533203125,174.56776287389948,11.33616174087257
59,186,102,487,406,324,11.606475728551693,146.17760182136695,105.369384765625,430.6927185058594,305,11.291489392043905,164.0745209066722,231.32394409179688,556.6473388671875,314.986336507789,17.896919085305257
60,642,83,22,281,623,18.631190031057965,246.654003632467,583.0153198242188,271.1891174316406,621,18.49122566703554,358.616339709074,1137.54296875,825.7169189453125,139.96436402242762,111.96233607660699
61,463,118,262,136,205,5.908022997511228,91.85918738494763,378.05718994140625,41.855926513671875,202,5.490777233065064,143.3846735540533,629.7332153320312,293.5319519042969,417.2457644461638,51.525486169105676
62,533,355,117,158,417,13.106905958145951,172.53817223584505,399.3267822265625,124.99359130859375,417,13.10690595814588,191.6685593388176,557.32568359375,282.99249267578125,7.09405867382884e-11,19.13038710297255
63,285,19,43,41,243,6.614369066784081,79.83549687479034,100.92529296875,120.1871337890625,243,6.614369066784065,83.5198541235015,139.72613525390625,158.98797607421875,1.546140993013978e-11,3.6843572487111658
64,210,265,571,322,362,10.15254573226075,126.64890567253391,113.103515625,419.6467590332031,362,10.130724761901474,143.1452699140225,187.5074462890625,494.0506896972656,21.820970359274725,16.49636424148858
65,375,581,43,506,334,9.622318194477929,138.2020380573279,407.7424621582031,146.92440795898438,333,9.563246497646329,155.1843368992015,534.8515625,274.03350830078125,59.07169683159918,16.982298841873586
66,182,212,384,601,393,12.540203078198994,161.50644949745106,226.117431640625,467.5831298828125,390,12.45027186914127,179.58839678716552,365.4863586425781,606.9520263671875,89.93120905772412,18.081947289714464
67,298,9,141,154,158,5.7174382339975445,70.24973766171287,97.63250732421875,115.14263916015625,158,5.717438233997542,71.65015061877396,115.33612060546875,132.84625244140625,2.7284841053187847e-12,1.4004129570610928
68,95,346,635,36,547,17.89494797364841,220.63519937352933,169.2779541015625,550.4898681640625,541,17.6059807037367,265.47649718990397,438.9372253417969,820.1488037109375,288.96726991170726,44.841297816374635
